Points, Time, Busts, Cards
200, 0:07, 3, 28
400, 0:03, 3, 26
800, 0:06, 3, 4
400, 0:03, 3, 22
200, 0:02, 3, 34
800, 0:03, 3, 20
0, 0:03, 3, 14
0, 0:03, 3, 15
600, 0:05, 3, 1
0, 0:03, 3, 21
0, 0:01, 3, 28
1400, 0:09, 1, 0
1200, 0:07, 3, 13
1000, 0:04, 3, 24
400, 0:03, 3, 28
400, 0:04, 3, 20
600, 0:07, 3, 4
400, 0:05, 3, 17
0, 0:02, 3, 33
1400, 0:04, 3, 12
0, 0:05, 1, 0
1200, 0:04, 3, 13
600, 0:07, 2, 0
400, 0:04, 3, 14
0, 0:02, 3, 26
800, 0:08, 2, 0
400, 0:04, 3, 21
0, 0:05, 1, 0
1200, 0:07, 1, 0
1800, 0:09, 3, 14
400, 0:02, 3, 32
400, 0:05, 3, 29
0, 0:00, 3, 39
200, 0:08, 3, 10
0, 0:02, 3, 28
400, 0:02, 3, 18
1200, 0:06, 3, 12
200, 0:10, 3, 6
0, 0:02, 3, 27
0, 0:03, 3, 15
800, 0:08, 3, 0
1400, 0:08, 1, 0
0, 0:02, 3, 32
400, 0:05, 1, 0
1200, 0:09, 1, 0
0, 0:01, 3, 33
400, 0:03, 3, 26
0, 0:02, 3, 28
400, 0:04, 3, 26
1600, 0:05, 3, 11
1000, 0:09, 0, 0
1200, 0:09, 3, 1
0, 0:02, 3, 26
600, 0:03, 3, 21
600, 0:07, 3, 5
0, 0:03, 3, 17
400, 0:13, 3, 1
0, 0:02, 3, 24
0, 0:05, 1, 0
